,Unnamed: 0_x,Player Name,Team,Position,Assists,Bonus,Bonus Points System,Clean sheets,Cost,Creativity,Form,Goals conceded,Goals scored,ICT Index,Influence,Minutes played,Own goals,Penalties missed,Penalties saved,Points per match,Price fall,Price fall (round),Price rise,Price rise (round),Pts.,Red cards,Round points,Saves,Sel.,Threat,Times in Dream Team,Transfers in,Transfers in (round),Transfers out,Transfers out (round),Value (form),Value (season),Yellow cards, ,Team Name,Unnamed: 0_y,№,Player,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Last Name
10,IngsSOUFWD,Ings,SOU,FWD,3.0,11.0,310.0,5.0,6.0,346.9,0.0,27.0,7.0,158.4,433.8,1650.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2.5%,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Southampton,1,2,Danny Ings,F,24,1694,7,3,2.98,1.49,9.92+2.92,3.35+0.35,0.53,0.18,Ings
11,JohnsonSOUMID,Johnson,SOU,MID,0.0,0.0,3.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton,27,28,Tyreke Johnson,S,1,1,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Johnson
12,LeminaSOUMID,Lemina,SOU,MID,2.0,2.0,270.0,4.0,5.0,214.7,0.0,37.0,1.0,71.6,313.0,1612.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2%,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,Southampton,12,13,Mario Lemina,M,21,1617,1,1,1.39,0.72,0.90-0.10,1.32+0.32,0.05,0.07,Lemina
13,LongSOUFWD,Long,SOU,FWD,2.0,5.0,191.0,2.0,5.0,179.2,0.0,24.0,5.0,84.2,248.6,1260.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,6.2%,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Southampton,3,4,Shane Long,F M,26,1262,5,1,2.14,0.93,5.44+0.44,1.60+0.60,0.39,0.11,Long
14,McCarthySOUGKP,McCarthy,SOU,GKP,0.0,6.0,414.0,4.0,4.5,0.0,0.0,44.0,0.0,58.6,585.2,2250.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,73.0,0.0,0.0,78.0,0.9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Southampton,17,18,Alex McCarthy,GK,25,2250,0,0,0.0,0.0,0.00,0.00,0.0,0.0,McCarthy
15,ObafemiSOUFWD,Obafemi,SOU,FWD,1.0,0.0,46.0,0.0,5.0,27.4,0.0,3.0,1.0,21.6,62.6,134.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.3%,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Southampton,15,16,Michael Obafemi,F,6,131,1,1,4.81,1.37,1.89+0.89,0.34-0.66,1.3,0.23,Obafemi
16,RamsaySOUDEF,Ramsay,SOU,DEF,0.0,0.0,9.0,0.0,4.0,0.0,0.0,3.0,0.0,1.1,11.2,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton,28,29,Kayne Ramsay,D,1,90,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Ramsay
17,RedmondSOUMID,Redmond,SOU,MID,5.0,12.0,433.0,9.0,6.5,802.3,0.0,58.0,6.0,241.4,665.4,3272.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,2.4%,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Southampton,2,3,Nathan Redmond,F M,38,3283,6,4,2.03,1.43,7.91+1.91,5.31+1.31,0.22,0.15,Redmond
18,SlatterySOUMID,Slattery,SOU,MID,0.0,0.0,12.0,0.0,4.5,2.6,0.0,1.0,0.0,4.2,15.8,110.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2%,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton,29,30,Callum Slattery,M,3,107,0,0,0.84,0.0,0.10+0.10,0.00,0.08,0.0,Slattery
19,StephensSOUDEF,Stephens,SOU,DEF,0.0,4.0,282.0,3.0,4.5,65.5,0.0,35.0,1.0,60.4,394.4,1697.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.2%,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,Southampton,14,15,Jack Stephens,D,24,1695,1,0,0.37,0.27,1.46+0.46,0.23+0.23,0.08,0.01,Stephens
20,ValerySOUDEF,Valery,SOU,DEF,1.0,0.0,251.0,3.0,5.0,124.7,0.0,30.0,2.0,60.7,329.4,1709.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.5%,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,Southampton,7,8,Yan Valery,D M,23,1714,2,1,0.32,0.32,0.72-1.28,0.25-0.75,0.04,0.01,Valery
21,VestergaardSOUDEF,Vestergaard,SOU,DEF,0.0,0.0,396.0,4.0,5.0,76.6,0.0,31.0,0.0,75.9,576.6,2027.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2%,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,Southampton,16,17,Jannik Vestergaard,D,23,2033,0,0,0.62,0.22,0.68+0.68,0.53+0.53,0.03,0.02,Vestergaard
22,Ward-ProwseSOUMID,Ward-Prowse,SOU,MID,0.0,15.0,390.0,3.0,6.0,695.8,0.0,41.0,7.0,167.4,592.0,1940.0,1.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,1.1%,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,Southampton,0,1,James Ward-Prowse,M,26,1940,7,0,1.44,2.18,3.40-3.60,3.28+3.28,0.16,0.15,Ward-Prowse
23,YoshidaSOUDEF,Yoshida,SOU,DEF,1.0,4.0,278.0,3.0,4.5,57.4,0.0,29.0,0.0,63.4,387.0,1518.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.4%,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Southampton,19,20,Maya Yoshida,D,17,1520,0,1,0.83,0.3,1.83+1.83,1.07+0.07,0.11,0.06,Yoshida
